"Durable Medical Equipment,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*** Non-continental areas ***,,,,
"Prosthetics, Orthotics, and Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Not subject to ceiling and floor),,,,
(DMEPOS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2024 Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E0954,RR,,D,IN,0.00,0.00,6.29,6.58,6.30,6.76,6.18,6.90,6.29,6.72,6.33,6.58,6.17,6.93,6.16,6.86,6.16,6.86,6.30,6.93,6.29,6.75,6.33,6.90,6.34,6.90,6.33,6.75,6.33,6.79,6.33,6.84,6.29,6.59,6.30,6.76,6.17,6.93,6.16,6.93,6.17,6.93,6.32,6.59,6.32,6.59,6.33,6.93,6.30,6.76,6.33,6.55,6.30,6.84,6.33,6.90,6.33,6.78,6.17,6.93,6.16,6.86,6.18,6.93,6.30,6.90,6.16,6.93,6.32,6.58,6.18,6.93,6.30,6.90,6.16,6.86,6.17,6.93,6.30,6.93,6.33,6.90,6.29,6.61,6.18,6.61,6.33,6.58,6.30,6.92,6.17,6.64,6.30,6.93,6.32,6.75,6.29,6.58,6.34,6.90,10.22,0.00,9.46,0.00,8.00,0.00,6.93,0.00,"FOOT BOX, ANY TYPE EACH FOOT"
E0954,RR,KE,D,IN,0.00,0.00,0.00,7.08,0.00,7.28,0.00,7.44,0.00,7.24,0.00,7.08,0.00,7.48,0.00,7.40,0.00,7.40,0.00,7.48,0.00,7.28,0.00,7.44,0.00,7.44,0.00,7.26,0.00,7.32,0.00,7.37,0.00,7.09,0.00,7.28,0.00,7.48,0.00,7.48,0.00,7.48,0.00,7.09,0.00,7.09,0.00,7.48,0.00,7.28,0.00,7.04,0.00,7.38,0.00,7.44,0.00,7.29,0.00,7.48,0.00,7.40,0.00,7.48,0.00,7.44,0.00,7.48,0.00,7.08,0.00,7.48,0.00,7.44,0.00,7.40,0.00,7.48,0.00,7.48,0.00,7.44,0.00,7.12,0.00,7.10,0.00,7.08,0.00,7.46,0.00,7.13,0.00,7.48,0.00,7.28,0.00,7.08,0.00,7.44,11.23,0.00,10.37,0.00,8.69,0.00,7.48,0.00,"FOOT BOX, ANY TYPE EACH FOOT"
E0954,RR,KU,D,IN,0.00,0.00,6.74,0.00,7.08,0.00,7.37,0.00,7.03,0.00,6.74,0.00,7.42,0.00,7.29,0.00,7.29,0.00,7.42,0.00,7.08,0.00,7.37,0.00,7.37,0.00,7.04,0.00,7.16,0.00,7.26,0.00,6.75,0.00,7.08,0.00,7.42,0.00,7.42,0.00,7.42,0.00,6.75,0.00,6.75,0.00,7.42,0.00,7.08,0.00,6.69,0.00,7.23,0.00,7.37,0.00,7.13,0.00,7.42,0.00,7.29,0.00,7.42,0.00,7.37,0.00,7.42,0.00,6.74,0.00,7.42,0.00,7.37,0.00,7.29,0.00,7.42,0.00,7.42,0.00,7.37,0.00,6.81,0.00,6.79,0.00,6.74,0.00,7.39,0.00,6.85,0.00,7.42,0.00,7.08,0.00,6.74,0.00,7.37,0.00,14.01,0.00,12.49,0.00,9.60,0.00,7.42,0.00,"FOOT BOX, ANY TYPE EACH FOOT"
E0954,UE,,D,IN,0.00,0.00,46.63,48.64,47.22,50.18,46.33,50.52,46.65,49.71,46.97,48.81,46.28,51.44,46.17,51.42,46.17,51.44,47.22,51.44,46.63,49.90,47.48,51.25,47.56,51.25,47.49,50.61,47.49,50.77,47.48,51.14,46.63,48.88,47.22,50.18,46.28,49.73,46.17,51.44,46.28,49.74,47.42,49.44,47.34,49.33,47.48,51.44,47.22,50.18,46.97,48.45,47.22,50.90,47.48,51.25,47.48,50.75,46.28,49.73,46.17,51.44,46.33,51.44,47.24,50.96,46.17,51.44,46.90,48.64,46.33,51.44,47.24,51.25,46.17,51.44,46.28,51.44,47.22,51.44,47.48,51.25,46.63,49.10,46.33,49.30,46.97,48.64,47.22,51.44,46.28,49.73,47.24,51.44,47.35,49.92,46.63,48.64,47.56,51.25,76.61,0.00,70.75,0.00,55.39,0.00,51.44,0.00,"FOOT BOX, ANY TYPE EACH FOOT"
E0954,UE,KE,D,IN,0.00,0.00,0.00,52.25,0.00,53.97,0.00,54.36,0.00,53.48,0.00,52.45,0.00,55.41,0.00,55.39,0.00,55.41,0.00,55.41,0.00,53.69,0.00,55.20,0.00,55.20,0.00,54.45,0.00,54.63,0.00,55.07,0.00,52.53,0.00,53.97,0.00,53.46,0.00,55.41,0.00,53.46,0.00,53.12,0.00,53.00,0.00,55.41,0.00,53.97,0.00,52.04,0.00,54.80,0.00,55.20,0.00,54.63,0.00,53.45,0.00,55.41,0.00,55.41,0.00,54.86,0.00,55.41,0.00,52.25,0.00,55.41,0.00,55.20,0.00,55.41,0.00,55.41,0.00,55.41,0.00,55.20,0.00,52.78,0.00,52.96,0.00,52.25,0.00,55.41,0.00,53.46,0.00,55.41,0.00,53.67,0.00,52.25,0.00,55.20,84.23,0.00,77.53,0.00,59.95,0.00,55.41,0.00,"FOOT BOX, ANY TYPE EACH FOOT"
E0954,UE,KU,D,IN,0.00,0.00,49.76,0.00,52.25,0.00,52.93,0.00,51.90,0.00,50.09,0.00,54.76,0.00,54.72,0.00,54.76,0.00,54.76,0.00,52.27,0.00,54.39,0.00,54.39,0.00,53.07,0.00,53.42,0.00,54.16,0.00,50.23,0.00,52.25,0.00,51.34,0.00,54.76,0.00,51.35,0.00,50.78,0.00,50.65,0.00,54.76,0.00,52.25,0.00,49.39,0.00,53.69,0.00,54.39,0.00,53.37,0.00,51.30,0.00,54.76,0.00,54.76,0.00,53.79,0.00,54.76,0.00,49.76,0.00,54.76,0.00,54.39,0.00,54.76,0.00,54.76,0.00,54.76,0.00,54.39,0.00,50.69,0.00,50.48,0.00,49.76,0.00,54.76,0.00,51.34,0.00,54.76,0.00,51.82,0.00,49.76,0.00,54.39,0.00,105.07,0.00,93.36,0.00,62.68,0.00,54.76,0.00,"FOOT BOX, ANY TYPE EACH FOOT"
E0955,RR,,D,CR,0.00,0.00,16.74,21.12,16.74,21.12,16.55,21.12,16.18,21.12,16.83,21.12,17.08,21.12,16.40,21.12,16.40,21.12,16.74,21.12,16.74,21.12,16.94,21.12,16.83,21.12,17.21,21.12,17.21,21.12,16.94,21.12,16.74,21.12,16.74,21.12,17.08,21.12,16.40,21.12,17.08,21.12,17.21,21.12,16.94,21.12,16.94,21.12,16.74,21.12,16.83,21.12,16.74,21.12,16.94,21.12,16.94,21.12,17.08,21.12,16.40,21.12,16.55,21.12,16.18,21.12,16.40,21.12,17.21,21.12,16.55,21.12,16.18,21.12,16.40,21.12,17.08,21.12,16.74,21.12,16.94,21.12,16.74,21.12,16.55,21.12,16.83,21.12,16.74,21.12,17.08,21.12,16.18,21.12,17.21,21.12,16.74,21.12,16.83,21.12,21.12,0.00,21.12,0.00,23.49,0.00,21.12,0.00,Cushioned headrest
E0955,RR,KE,D,CR,0.00,0.00,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,0.00,22.84,22.84,0.00,22.84,0.00,25.56,0.00,22.84,0.00,Cushioned headrest
E0955,RR,KU,D,CR,23.77,20.20,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,23.77,0.00,28.55,0.00,23.77,0.00,Cushioned headrest
E0956,NU,,D,IN,0.00,0.00,88.25,106.58,88.25,106.58,88.52,106.58,86.34,106.58,87.48,106.58,86.22,106.58,84.60,106.58,84.60,106.58,88.25,106.58,88.25,106.58,92.98,106.58,87.48,106.58,91.93,106.58,91.93,106.58,92.98,106.58,88.25,106.58,88.25,106.58,86.22,106.58,84.60,106.58,86.22,106.58,91.93,106.58,92.98,106.58,92.98,106.58,88.25,106.58,87.48,106.58,88.25,106.58,92.98,106.58,92.98,106.58,86.22,106.58,84.60,106.58,88.52,106.58,86.34,106.58,84.60,106.58,91.93,106.58,88.52,106.58,86.34,106.58,84.60,106.58,86.22,106.58,88.25,106.58,92.98,106.58,88.25,106.58,88.52,106.58,87.48,106.58,88.25,106.58,86.22,106.58,86.34,106.58,91.93,106.58,88.25,106.58,87.48,106.58,106.58,0.00,106.58,0.00,118.17,0.00,106.58,0.00,W/c lateral trunk/hip suppor
E0956,NU,KE,D,IN,0.00,0.00,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,0.00,114.98,114.98,0.00,114.98,0.00,128.26,0.00,114.98,0.00,W/c lateral trunk/hip suppor
E0956,NU,KU,D,IN,115.92,98.53,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,115.92,0.00,139.12,0.00,115.92,0.00,W/c lateral trunk/hip suppor
E0956,RR,,D,IN,0.00,0.00,8.82,10.66,8.82,10.66,8.85,10.66,8.63,10.66,8.75,10.66,8.62,10.66,8.46,10.66,8.46,10.66,8.82,10.66,8.82,10.66,9.30,10.66,8.75,10.66,9.19,10.66,9.19,10.66,9.30,10.66,8.82,10.66,8.82,10.66,8.62,10.66,8.46,10.66,8.62,10.66,9.19,10.66,9.30,10.66,9.30,10.66,8.82,10.66,8.75,10.66,8.82,10.66,9.30,10.66,9.30,10.66,8.62,10.66,8.46,10.66,8.85,10.66,8.63,10.66,8.46,10.66,9.19,10.66,8.85,10.66,8.63,10.66,8.46,10.66,8.62,10.66,8.82,10.66,9.30,10.66,8.82,10.66,8.85,10.66,8.75,10.66,8.82,10.66,8.62,10.66,8.63,10.66,9.19,10.66,8.82,10.66,8.75,10.66,10.66,0.00,10.66,0.00,11.83,0.00,10.66,0.00,W/c lateral trunk/hip suppor
E0956,RR,KE,D,IN,0.00,0.00,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,0.00,11.50,11.50,0.00,11.50,0.00,12.84,0.00,11.50,0.00,W/c lateral trunk/hip suppor
E0956,RR,KU,D,IN,11.58,9.84,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,11.58,0.00,13.94,0.00,11.58,0.00,W/c lateral trunk/hip suppor
E0956,UE,,D,IN,0.00,0.00,66.19,79.94,66.19,79.94,66.39,79.94,64.76,79.94,65.61,79.94,64.66,79.94,63.45,79.94,63.45,79.94,66.19,79.94,66.19,79.94,69.74,79.94,65.61,79.94,68.95,79.94,68.95,79.94,69.74,79.94,66.19,79.94,66.19,79.94,64.66,79.94,63.45,79.94,64.66,79.94,68.95,79.94,69.74,79.94,69.74,79.94,66.19,79.94,65.61,79.94,66.19,79.94,69.74,79.94,69.74,79.94,64.66,79.94,63.45,79.94,66.39,79.94,64.76,79.94,63.45,79.94,68.95,79.94,66.39,79.94,64.76,79.94,63.45,79.94,64.66,79.94,66.19,79.94,69.74,79.94,66.19,79.94,66.39,79.94,65.61,79.94,66.19,79.94,64.66,79.94,64.76,79.94,68.95,79.94,66.19,79.94,65.61,79.94,79.94,0.00,79.94,0.00,88.65,0.00,79.94,0.00,W/c lateral trunk/hip suppor
E0956,UE,KE,D,IN,0.00,0.00,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,0.00,86.24,86.24,0.00,86.24,0.00,96.21,0.00,86.24,0.00,W/c lateral trunk/hip suppor
E0956,UE,KU,D,IN,86.94,73.90,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,86.94,0.00,104.36,0.00,86.94,0.00,W/c lateral trunk/hip suppor
E0957,NU,,D,IN,0.00,0.00,140.02,157.59,140.02,157.59,142.13,157.59,135.35,157.59,144.80,157.59,139.14,157.59,132.02,157.59,132.02,157.59,140.02,157.59,140.02,157.59,138.82,157.59,144.80,157.59,140.19,157.59,140.19,157.59,138.82,157.59,140.02,157.59,140.02,157.59,139.14,157.59,132.02,157.59,139.14,157.59,140.19,157.59,138.82,157.59,138.82,157.59,140.02,157.59,144.80,157.59,140.02,157.59,138.82,157.59,138.82,157.59,139.14,157.59,132.02,157.59,142.13,157.59,135.35,157.59,132.02,157.59,140.19,157.59,142.13,157.59,135.35,157.59,132.02,157.59,139.14,157.59,140.02,157.59,138.82,157.59,140.02,157.59,142.13,157.59,144.80,157.59,140.02,157.59,139.14,157.59,135.35,157.59,140.19,157.59,140.02,157.59,144.80,157.59,160.40,0.00,160.40,0.00,176.62,0.00,160.40,0.00,W/c medial thigh support
E0957,NU,KE,D,IN,0.00,0.00,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,0.00,169.35,172.16,0.00,172.16,0.00,190.73,0.00,172.16,0.00,W/c medial thigh support
E0957,NU,KU,D,IN,162.23,137.90,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,162.23,0.00,194.65,0.00,162.23,0.00,W/c medial thigh support
E0957,RR,,D,IN,0.00,0.00,14.00,15.76,14.00,15.76,14.21,15.76,13.54,15.76,14.48,15.76,13.91,15.76,13.20,15.76,13.20,15.76,14.00,15.76,14.00,15.76,13.88,15.76,14.48,15.76,14.02,15.76,14.02,15.76,13.88,15.76,14.00,15.76,14.00,15.76,13.91,15.76,13.20,15.76,13.91,15.76,14.02,15.76,13.88,15.76,13.88,15.76,14.00,15.76,14.48,15.76,14.00,15.76,13.88,15.76,13.88,15.76,13.91,15.76,13.20,15.76,14.21,15.76,13.54,15.76,13.20,15.76,14.02,15.76,14.21,15.76,13.54,15.76,13.20,15.76,13.91,15.76,14.00,15.76,13.88,15.76,14.00,15.76,14.21,15.76,14.48,15.76,14.00,15.76,13.91,15.76,13.54,15.76,14.02,15.76,14.00,15.76,14.48,15.76,16.04,0.00,16.04,0.00,17.65,0.00,16.04,0.00,W/c medial thigh support
E0957,RR,KE,D,IN,0.00,0.00,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,0.00,16.94,17.22,0.00,17.22,0.00,19.06,0.00,17.22,0.00,W/c medial thigh support
E0957,RR,KU,D,IN,16.24,13.80,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,16.24,0.00,19.45,0.00,16.24,0.00,W/c medial thigh support
E0957,UE,,D,IN,0.00,0.00,105.02,118.19,105.02,118.19,106.60,118.19,101.52,118.19,108.60,118.19,104.36,118.19,99.02,118.19,99.02,118.19,105.02,118.19,105.02,118.19,104.12,118.19,108.60,118.19,105.14,118.19,105.14,118.19,104.12,118.19,105.02,118.19,105.02,118.19,104.36,118.19,99.02,118.19,104.36,118.19,105.14,118.19,104.12,118.19,104.12,118.19,105.02,118.19,108.60,118.19,105.02,118.19,104.12,118.19,104.12,118.19,104.36,118.19,99.02,118.19,106.60,118.19,101.52,118.19,99.02,118.19,105.14,118.19,106.60,118.19,101.52,118.19,99.02,118.19,104.36,118.19,105.02,118.19,104.12,118.19,105.02,118.19,106.60,118.19,108.60,118.19,105.02,118.19,104.36,118.19,101.52,118.19,105.14,118.19,105.02,118.19,108.60,118.19,120.30,0.00,120.30,0.00,132.45,0.00,120.30,0.00,W/c medial thigh support
E0957,UE,KE,D,IN,0.00,0.00,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,0.00,127.01,129.12,0.00,129.12,0.00,143.03,0.00,129.12,0.00,W/c medial thigh support
E0957,UE,KU,D,IN,121.65,103.40,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,121.65,0.00,145.98,0.00,121.65,0.00,W/c medial thigh support
