"Durable Medical Equipment,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*** Non-continental areas ***,,,,
"Prosthetics, Orthotics, and Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Not subject to ceiling and floor),,,,
(DMEPOS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2026 Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E2625,NU,KU,D,IN,519.67,441.72,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,519.67,0.00,623.63,0.00,519.67,0.00,Adj skin pro/pos wc cus>=22
E2625,RR,,D,IN,0.00,0.00,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,48.89,50.42,50.42,0.00,50.42,0.00,55.63,0.00,50.42,0.00,Adj skin pro/pos wc cus>=22
E2625,RR,KE,D,IN,0.00,0.00,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,0.00,54.19,54.19,0.00,54.19,0.00,60.15,0.00,54.19,0.00,Adj skin pro/pos wc cus>=22
E2625,RR,KU,D,IN,51.94,44.15,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,51.94,0.00,62.36,0.00,51.94,0.00,Adj skin pro/pos wc cus>=22
E2625,UE,,D,IN,0.00,0.00,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,366.67,378.20,378.20,0.00,378.20,0.00,417.18,0.00,378.20,0.00,Adj skin pro/pos wc cus>=22
E2625,UE,KE,D,IN,0.00,0.00,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,0.00,406.46,406.46,0.00,406.46,0.00,451.09,0.00,406.46,0.00,Adj skin pro/pos wc cus>=22
E2625,UE,KU,D,IN,389.76,331.30,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,389.76,0.00,467.70,0.00,389.76,0.00,Adj skin pro/pos wc cus>=22
E2626,NU,,D,IN,0.00,0.00,768.67,847.48,752.41,752.41,756.09,874.46,750.55,874.46,799.68,874.46,842.75,874.46,773.04,874.46,773.04,874.46,768.67,874.46,768.67,874.46,793.57,874.46,799.68,874.46,795.38,874.46,752.41,752.41,793.57,801.32,768.67,874.46,752.41,752.41,842.75,874.46,773.04,869.20,842.75,874.46,795.38,874.46,793.57,874.46,793.57,801.32,768.67,874.46,799.68,864.55,768.67,874.46,752.41,752.41,793.57,801.32,842.75,874.46,773.04,874.46,756.09,862.27,750.55,874.46,773.04,874.46,795.38,868.32,756.09,874.46,750.55,874.46,773.04,874.46,842.75,874.46,752.41,752.41,752.41,752.41,768.67,874.46,756.09,822.50,799.68,874.46,768.67,837.87,842.75,874.46,750.55,874.46,795.38,868.32,768.67,868.32,752.41,752.41,993.81,0.00,1030.99,0.00,1221.40,0.00,885.19,0.00,Seo mobile arm sup att to wc
E2626,NU,KU,D,IN,885.21,752.43,847.46,0.00,752.43,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,752.43,0.00,801.33,0.00,885.21,0.00,752.43,0.00,885.21,0.00,874.69,0.00,885.21,0.00,885.21,0.00,885.21,0.00,801.33,0.00,885.21,0.00,865.37,0.00,885.21,0.00,752.43,0.00,801.33,0.00,885.21,0.00,885.21,0.00,862.27,0.00,885.21,0.00,885.21,0.00,872.91,0.00,885.21,0.00,885.21,0.00,885.21,0.00,885.21,0.00,752.43,0.00,752.43,0.00,885.21,0.00,822.52,0.00,885.21,0.00,837.88,0.00,885.21,0.00,885.21,0.00,872.91,0.00,872.91,0.00,752.43,0.00,1072.53,0.00,1146.92,0.00,1527.73,0.00,885.21,0.00,Seo mobile arm sup att to wc
E2626,RR,,D,IN,0.00,0.00,76.87,84.78,75.21,75.21,75.61,87.43,75.06,87.43,79.97,87.43,84.28,87.43,77.30,87.43,77.30,87.43,76.87,87.43,76.87,87.43,79.36,87.43,79.97,87.43,79.54,87.43,75.21,75.21,79.36,80.12,76.87,87.43,75.21,75.21,84.28,87.43,77.30,86.93,84.28,87.43,79.54,87.43,79.36,87.43,79.36,80.12,76.87,87.43,79.97,86.46,76.87,87.43,75.21,75.21,79.36,80.12,84.28,87.43,77.30,87.43,75.61,86.26,75.06,87.43,77.30,87.43,79.54,86.84,75.61,87.43,75.06,87.43,77.30,87.43,84.28,87.43,75.21,75.21,75.21,75.21,76.87,87.43,75.61,82.28,79.97,87.43,76.87,83.82,84.28,87.43,75.06,87.43,79.54,86.84,76.87,86.84,75.21,75.21,99.37,0.00,103.10,0.00,122.15,0.00,88.49,0.00,Seo mobile arm sup att to wc
E2626,RR,KU,D,IN,88.49,75.22,84.79,0.00,75.22,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,75.22,0.00,80.12,0.00,88.49,0.00,75.22,0.00,88.49,0.00,87.48,0.00,88.49,0.00,88.49,0.00,88.49,0.00,80.12,0.00,88.49,0.00,86.53,0.00,88.49,0.00,75.22,0.00,80.12,0.00,88.49,0.00,88.49,0.00,86.25,0.00,88.49,0.00,88.49,0.00,87.30,0.00,88.49,0.00,88.49,0.00,88.49,0.00,88.49,0.00,75.22,0.00,75.22,0.00,88.49,0.00,82.27,0.00,88.49,0.00,83.82,0.00,88.49,0.00,88.49,0.00,87.30,0.00,87.30,0.00,75.22,0.00,107.22,0.00,114.69,0.00,152.79,0.00,88.49,0.00,Seo mobile arm sup att to wc
E2626,UE,,D,IN,0.00,0.00,576.50,635.61,564.25,564.25,567.07,655.81,562.92,655.81,599.76,655.81,632.06,655.81,579.78,655.81,579.78,655.81,576.50,655.81,576.50,655.81,595.18,655.81,599.76,655.81,596.54,655.81,564.25,564.25,595.18,601.02,576.50,655.81,564.25,564.25,632.06,655.81,579.78,651.89,632.06,655.81,596.54,655.81,595.18,655.81,595.18,601.02,576.50,655.81,599.76,648.42,576.50,655.81,564.25,564.25,595.18,601.02,632.06,655.81,579.78,655.81,567.07,646.70,562.92,655.81,579.78,655.81,596.54,651.22,567.07,655.81,562.92,655.81,579.78,655.81,632.06,655.81,564.25,564.25,564.25,564.25,576.50,655.81,567.07,616.92,599.76,655.81,576.50,628.42,632.06,655.81,562.92,655.81,596.54,651.22,576.50,651.22,564.25,564.25,745.35,0.00,773.23,0.00,916.06,0.00,663.82,0.00,Seo mobile arm sup att to wc
E2626,UE,KU,D,IN,663.82,564.25,635.62,0.00,564.25,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,564.25,0.00,601.02,0.00,663.82,0.00,564.25,0.00,663.82,0.00,655.99,0.00,663.82,0.00,663.82,0.00,663.82,0.00,601.02,0.00,663.82,0.00,649.04,0.00,663.82,0.00,564.25,0.00,601.02,0.00,663.82,0.00,663.82,0.00,646.71,0.00,663.82,0.00,663.82,0.00,654.64,0.00,663.82,0.00,663.82,0.00,663.82,0.00,663.82,0.00,564.25,0.00,564.25,0.00,663.82,0.00,616.95,0.00,663.82,0.00,628.41,0.00,663.82,0.00,663.82,0.00,654.64,0.00,654.64,0.00,564.25,0.00,804.38,0.00,860.14,0.00,1145.82,0.00,663.82,0.00,Seo mobile arm sup att to wc
E2627,NU,,D,IN,0.00,0.00,1189.35,1200.60,1189.35,1200.60,1216.08,1372.34,1189.55,1372.34,1276.24,1372.34,1325.65,1372.34,1179.67,1372.34,1179.67,1372.34,1189.35,1372.34,1189.35,1372.34,1176.18,1372.34,1276.24,1372.34,1160.59,1200.60,1160.59,1200.60,1176.18,1200.60,1189.35,1372.34,1189.35,1200.60,1325.65,1372.34,1179.67,1200.60,1325.65,1372.34,1160.59,1372.34,1176.18,1200.60,1176.18,1200.60,1189.35,1200.60,1276.24,1372.34,1189.35,1372.34,1176.18,1200.60,1176.18,1200.60,1325.65,1372.34,1179.67,1372.34,1216.08,1372.34,1189.55,1372.34,1179.67,1200.60,1160.59,1200.60,1216.08,1372.34,1189.55,1372.34,1179.67,1372.34,1325.65,1372.34,1189.35,1200.60,1176.18,1200.60,1189.35,1372.34,1216.08,1372.34,1276.24,1372.34,1189.35,1200.60,1325.65,1372.34,1189.55,1372.34,1160.59,1200.60,1189.35,1200.60,1200.60,1200.60,2210.63,0.00,2293.32,0.00,1509.21,0.00,1200.60,0.00,Arm supp att to wc rancho ty
E2627,NU,KU,D,IN,1412.49,1200.62,1200.62,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1200.62,0.00,1200.62,0.00,1412.49,0.00,1200.62,0.00,1412.49,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1200.62,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1412.49,0.00,1412.49,0.00,1200.62,0.00,1200.62,0.00,1200.62,0.00,2385.76,0.00,2551.15,0.00,1509.23,0.00,1200.62,0.00,Arm supp att to wc rancho ty
E2627,RR,,D,IN,0.00,0.00,118.94,120.09,118.94,120.09,121.61,137.25,118.95,137.25,127.63,137.25,132.56,137.25,117.97,137.25,117.97,137.25,118.94,137.25,118.94,137.25,117.62,137.25,127.63,137.25,116.06,120.09,116.06,120.09,117.62,120.09,118.94,137.25,118.94,120.09,132.56,137.25,117.97,120.09,132.56,137.25,116.06,137.25,117.62,120.09,117.62,120.09,118.94,120.09,127.63,137.25,118.94,137.25,117.62,120.09,117.62,120.09,132.56,137.25,117.97,137.25,121.61,137.25,118.95,137.25,117.97,120.09,116.06,120.09,121.61,137.25,118.95,137.25,117.97,137.25,132.56,137.25,118.94,120.09,117.62,120.09,118.94,137.25,121.61,137.25,127.63,137.25,118.94,120.09,132.56,137.25,118.95,137.25,116.06,120.09,118.94,120.09,120.09,120.09,221.07,0.00,229.33,0.00,150.95,0.00,120.09,0.00,Arm supp att to wc rancho ty
E2627,RR,KU,D,IN,141.30,120.11,120.11,0.00,120.11,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,120.11,0.00,120.11,0.00,120.11,0.00,141.30,0.00,120.11,0.00,141.30,0.00,120.11,0.00,141.30,0.00,141.30,0.00,120.11,0.00,120.11,0.00,120.11,0.00,141.30,0.00,141.30,0.00,120.11,0.00,120.11,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,120.11,0.00,120.11,0.00,141.30,0.00,141.30,0.00,141.30,0.00,141.30,0.00,120.11,0.00,120.11,0.00,141.30,0.00,141.30,0.00,141.30,0.00,120.11,0.00,141.30,0.00,141.30,0.00,120.11,0.00,120.11,0.00,120.11,0.00,238.59,0.00,255.14,0.00,150.97,0.00,120.11,0.00,Arm supp att to wc rancho ty
E2627,UE,,D,IN,0.00,0.00,892.02,900.44,892.02,900.44,912.06,1029.25,892.17,1029.25,957.18,1029.25,994.23,1029.25,884.76,1029.25,884.76,1029.25,892.02,1029.25,892.02,1029.25,882.13,1029.25,957.18,1029.25,870.44,900.44,870.44,900.44,882.13,900.44,892.02,1029.25,892.02,900.44,994.23,1029.25,884.76,900.44,994.23,1029.25,870.44,1029.25,882.13,900.44,882.13,900.44,892.02,900.44,957.18,1029.25,892.02,1029.25,882.13,900.44,882.13,900.44,994.23,1029.25,884.76,1029.25,912.06,1029.25,892.17,1029.25,884.76,900.44,870.44,900.44,912.06,1029.25,892.17,1029.25,884.76,1029.25,994.23,1029.25,892.02,900.44,882.13,900.44,892.02,1029.25,912.06,1029.25,957.18,1029.25,892.02,900.44,994.23,1029.25,892.17,1029.25,870.44,900.44,892.02,900.44,900.44,900.44,1657.98,0.00,1719.99,0.00,1131.88,0.00,900.44,0.00,Arm supp att to wc rancho ty
E2627,UE,KU,D,IN,1059.34,900.44,900.44,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,900.44,0.00,900.44,0.00,1059.34,0.00,900.44,0.00,1059.34,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,900.44,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,1059.34,0.00,1059.34,0.00,900.44,0.00,900.44,0.00,900.44,0.00,1789.36,0.00,1913.34,0.00,1131.90,0.00,900.44,0.00,Arm supp att to wc rancho ty
E2628,NU,,D,IN,0.00,0.00,904.46,904.46,929.28,1049.44,903.49,1049.44,911.32,1049.44,982.35,1049.44,1008.06,1049.44,938.85,1049.44,938.85,1049.44,929.28,1049.44,929.28,1049.44,927.22,1049.44,982.35,1049.44,920.41,1049.44,904.46,904.46,904.46,904.46,929.28,941.64,929.28,1049.44,1008.06,1049.44,938.85,1041.48,1008.06,1049.44,920.41,1049.44,927.22,1046.05,904.46,904.46,929.28,1049.44,963.78,963.78,929.28,1045.45,904.46,904.46,904.46,904.46,1008.06,1049.44,938.85,1049.44,903.49,922.88,911.32,1049.44,938.85,1049.44,904.46,904.46,903.49,1049.44,911.32,1049.44,938.85,1049.44,1008.06,1049.44,904.46,904.46,904.46,904.46,929.28,1049.44,903.49,938.07,982.35,1049.44,929.28,983.13,1008.06,1049.44,911.32,1026.40,904.46,904.46,904.46,904.46,904.46,904.46,1171.94,0.00,1215.75,0.00,1196.93,0.00,1064.06,0.00,Mobile arm supports reclinin
E2628,NU,KU,D,IN,1064.08,904.47,904.47,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,904.47,0.00,904.47,0.00,941.66,0.00,1064.08,0.00,1064.08,0.00,1048.13,0.00,1064.08,0.00,1064.08,0.00,1057.30,0.00,904.47,0.00,1064.08,0.00,963.79,0.00,1056.07,0.00,904.47,0.00,904.47,0.00,1064.08,0.00,1064.08,0.00,922.88,0.00,1064.08,0.00,1064.08,0.00,904.47,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,1064.08,0.00,904.47,0.00,904.47,0.00,1064.08,0.00,938.08,0.00,1064.08,0.00,983.15,0.00,1064.08,0.00,1026.39,0.00,904.47,0.00,904.47,0.00,904.47,0.00,1264.80,0.00,1352.43,0.00,1314.79,0.00,1064.08,0.00,Mobile arm supports reclinin
E2628,RR,,D,IN,0.00,0.00,90.44,90.44,92.93,104.94,90.35,104.94,91.13,104.94,98.24,104.94,100.81,104.94,93.89,104.94,93.89,104.94,92.93,104.94,92.93,104.94,92.72,104.94,98.24,104.94,92.04,104.94,90.44,90.44,90.44,90.44,92.93,94.17,92.93,104.94,100.81,104.94,93.89,104.15,100.81,104.94,92.04,104.94,92.72,104.61,90.44,90.44,92.93,104.94,96.41,96.41,92.93,104.56,90.44,90.44,90.44,90.44,100.81,104.94,93.89,104.94,90.35,92.28,91.13,104.94,93.89,104.94,90.44,90.44,90.35,104.94,91.13,104.94,93.89,104.94,100.81,104.94,90.44,90.44,90.44,90.44,92.93,104.94,90.35,93.81,98.24,104.94,92.93,98.31,100.81,104.94,91.13,102.63,90.44,90.44,90.44,90.44,90.44,90.44,117.20,0.00,121.56,0.00,119.69,0.00,106.40,0.00,Mobile arm supports reclinin
E2628,RR,KU,D,IN,106.39,90.43,90.43,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,90.43,0.00,90.43,0.00,94.15,0.00,106.39,0.00,106.39,0.00,104.82,0.00,106.39,0.00,106.39,0.00,105.73,0.00,90.43,0.00,106.39,0.00,96.42,0.00,105.64,0.00,90.43,0.00,90.43,0.00,106.39,0.00,106.39,0.00,92.27,0.00,106.39,0.00,106.39,0.00,90.43,0.00,106.39,0.00,106.39,0.00,106.39,0.00,106.39,0.00,90.43,0.00,90.43,0.00,106.39,0.00,93.82,0.00,106.39,0.00,98.29,0.00,106.39,0.00,102.64,0.00,90.43,0.00,90.43,0.00,90.43,0.00,126.52,0.00,135.21,0.00,131.47,0.00,106.39,0.00,Mobile arm supports reclinin
E2628,UE,,D,IN,0.00,0.00,678.34,678.34,696.96,787.08,677.62,787.08,683.49,787.08,736.76,787.08,756.05,787.08,704.14,787.08,704.14,787.08,696.96,787.08,696.96,787.08,695.41,787.08,736.76,787.08,690.31,787.08,678.34,678.34,678.34,678.34,696.96,706.23,696.96,787.08,756.05,787.08,704.14,781.11,756.05,787.08,690.31,787.08,695.41,784.55,678.34,678.34,696.96,787.08,722.83,722.83,696.96,784.10,678.34,678.34,678.34,678.34,756.05,787.08,704.14,787.08,677.62,692.17,683.49,787.08,704.14,787.08,678.34,678.34,677.62,787.08,683.49,787.08,704.14,787.08,756.05,787.08,678.34,678.34,678.34,678.34,696.96,787.08,677.62,703.57,736.76,787.08,696.96,737.33,756.05,787.08,683.49,769.80,678.34,678.34,678.34,678.34,678.34,678.34,878.95,0.00,911.82,0.00,897.70,0.00,798.04,0.00,Mobile arm supports reclinin
E2628,UE,KU,D,IN,798.04,678.33,678.33,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,678.33,0.00,678.33,0.00,706.24,0.00,798.04,0.00,798.04,0.00,786.10,0.00,798.04,0.00,798.04,0.00,792.99,0.00,678.33,0.00,798.04,0.00,722.85,0.00,792.10,0.00,678.33,0.00,678.33,0.00,798.04,0.00,798.04,0.00,692.16,0.00,798.04,0.00,798.04,0.00,678.33,0.00,798.04,0.00,798.04,0.00,798.04,0.00,798.04,0.00,678.33,0.00,678.33,0.00,798.04,0.00,703.60,0.00,798.04,0.00,737.32,0.00,798.04,0.00,769.80,0.00,678.33,0.00,678.33,0.00,678.33,0.00,948.59,0.00,1014.34,0.00,986.09,0.00,798.04,0.00,Mobile arm supports reclinin
E2629,NU,,D,IN,0.00,0.00,1144.57,1144.57,1173.01,1323.67,1175.48,1323.67,1164.06,1323.67,1143.01,1144.57,1230.62,1323.67,1193.19,1323.67,1193.19,1323.67,1173.01,1323.67,1173.01,1323.67,1162.19,1307.78,1143.01,1323.67,1223.28,1323.67,1223.28,1299.43,1144.57,1144.57,1173.01,1304.82,1173.01,1323.67,1224.13,1224.13,1193.19,1323.67,1230.62,1285.33,1144.57,1144.57,1162.19,1303.79,1144.57,1144.57,1173.01,1323.67,1143.01,1205.29,1173.01,1323.67,1144.57,1144.57,1144.57,1144.57,1230.62,1323.67,1193.19,1323.67,1175.48,1247.77,1164.06,1323.67,1193.19,1323.67,1223.28,1323.67,1175.48,1299.43,1164.06,1323.67,1193.19,1323.67,1230.62,1323.67,1144.57,1144.57,1144.57,1144.57,1173.01,1323.67,1175.48,1257.18,1143.01,1144.57,1173.01,1296.15,1230.62,1323.67,1164.06,1323.67,1223.28,1299.43,1173.01,1323.67,1143.01,1144.57,1376.43,0.00,1426.74,0.00,1492.97,0.00,1323.67,0.00,Friction dampening arm supp
